"","valorTotal","cnpj","xLgr","timestamp","infCpl","vToTrib","date","week_day"
"1241","49.31","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T22:06:33.000Z","Mesa 25","3.55",2016-01-19,"Tuesday"
"1242","69.59","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T22:08:51.000Z","Mesa 21","4.41",2016-01-19,"Tuesday"
"1243","25.48","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T22:09:39.000Z","Mesa 55","1.07",2016-01-19,"Tuesday"
"1244","108.77","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T22:11:11.000Z","Mesa 56","12.86",2016-01-19,"Tuesday"
"1245","64.22","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T22:12:01.000Z","Mesa 46","10.99",2016-01-19,"Tuesday"
"1246","80.91","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T22:13:23.000Z","Mesa 59","5.31",2016-01-19,"Tuesday"
"1247","65.91","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T22:14:05.000Z","Mesa 84","4.25",2016-01-19,"Tuesday"
"1248","92.63","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T22:16:04.000Z","Mesa 47","11.33",2016-01-19,"Tuesday"
"1249","70.19","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T22:17:32.000Z","Mesa 83","14.12",2016-01-19,"Tuesday"
"1250","75.15","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T22:22:35.000Z","Mesa 61","5.07",2016-01-19,"Tuesday"
"1251","127.48","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T22:36:00.000Z","Mesa 96","11.72",2016-01-19,"Tuesday"
"1252","53.85","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T22:41:19.000Z","Mesa 60","4.17",2016-01-19,"Tuesday"
"1253","100.09","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T22:42:11.000Z","Mesa 26","14.87",2016-01-19,"Tuesday"
"1254","37.83","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T22:46:33.000Z","Mesa 91","1.59",2016-01-19,"Tuesday"
"1255","36.18","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T22:48:58.000Z","Mesa 95","1.52",2016-01-19,"Tuesday"
"1256","31.38","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T22:49:28.000Z","Mesa 99","3.23",2016-01-19,"Tuesday"
"1257","42.33","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T22:54:14.000Z","Mesa 89","1.78",2016-01-19,"Tuesday"
"1258","57.28","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T23:02:58.000Z","Mesa 86","4.32",2016-01-19,"Tuesday"
"1259","27.68","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T23:05:15.000Z","Mesa 97","3.07",2016-01-19,"Tuesday"
"1260","71.59","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T23:07:01.000Z","Mesa 98","6.41",2016-01-19,"Tuesday"
"1261","101.79","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T23:40:20.000Z","Mesa 85","12.57",2016-01-19,"Tuesday"
"1262","37.0","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T23:40:30.000Z","Mesa 87","3.47",2016-01-19,"Tuesday"
"1263","14.81","01.234.567/0001-89","650 Castro St. unit 210","2016-01-19T23:40:48.000Z","Mesa 90","0.62",2016-01-19,"Tuesday"
"1264","38.1","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:06:20.000Z","Mesa 3","3.38",2016-01-20,"Wednesday"
"1265","35.17","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:06:44.000Z","Mesa 2","1.48",2016-01-20,"Wednesday"
"1266","42.87","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:24:08.000Z","Mesa 7","3.57",2016-01-20,"Wednesday"
"1267","38.21","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:26:45.000Z","Mesa 4","3.42",2016-01-20,"Wednesday"
"1268","31.87","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:30:24.000Z","Mesa 15","1.96",2016-01-20,"Wednesday"
"1269","36.01","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:37:44.000Z","Mesa 33","3.35",2016-01-20,"Wednesday"
"1270","61.51","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:38:44.000Z","Mesa 22","4.83",2016-01-20,"Wednesday"
"1271","184.77","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:39:17.000Z","Mesa 11","13.25",2016-01-20,"Wednesday"
"1272","40.39","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:40:15.000Z","Mesa 16","4.16",2016-01-20,"Wednesday"
"1273","31.83","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:40:54.000Z","Mesa 18","1.34",2016-01-20,"Wednesday"
"1274","45.21","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:41:47.000Z","Mesa 17","3.66",2016-01-20,"Wednesday"
"1275","32.29","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:43:37.000Z","Mesa 5","4.12",2016-01-20,"Wednesday"
"1276","39.58","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:45:55.000Z","Mesa 8","3.46",2016-01-20,"Wednesday"
"1277","42.44","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:46:30.000Z","Mesa 9","4.21",2016-01-20,"Wednesday"
"1278","46.69","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:47:00.000Z","Mesa 10","4.32",2016-01-20,"Wednesday"
"1279","32.29","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:48:48.000Z","Mesa 19","4.01",2016-01-20,"Wednesday"
"1280","31.33","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:49:29.000Z","Mesa 21","4.0",2016-01-20,"Wednesday"
"1281","176.56","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:50:10.000Z","Mesa 13","15.24",2016-01-20,"Wednesday"
"1282","42.86","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:58:08.000Z","Mesa 28","4.22",2016-01-20,"Wednesday"
"1283","24.87","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:58:18.000Z","Mesa 29","2.4",2016-01-20,"Wednesday"
"1284","41.09","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T12:58:41.000Z","Mesa 26","3.52",2016-01-20,"Wednesday"
"1285","34.22","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:00:00.000Z","Mesa 6","6.54",2016-01-20,"Wednesday"
"1286","41.9","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:01:31.000Z","Mesa 30","4.19",2016-01-20,"Wednesday"
"1287","40.88","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:05:49.000Z","Mesa 47","1.72",2016-01-20,"Wednesday"
"1288","35.72","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:06:50.000Z","Mesa 53","4.05",2016-01-20,"Wednesday"
"1289","43.27","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:06:58.000Z","Mesa 51","4.23",2016-01-20,"Wednesday"
"1290","44.25","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:07:05.000Z","Mesa 55","3.62",2016-01-20,"Wednesday"
"1291","38.74","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:07:18.000Z","Mesa 24","4.12",2016-01-20,"Wednesday"
"1292","102.89","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:08:41.000Z","Mesa 57","7.77",2016-01-20,"Wednesday"
"1293","47.93","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:09:28.000Z","Mesa 59","4.37",2016-01-20,"Wednesday"
"1294","44.78","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:09:37.000Z","Mesa 23","4.27",2016-01-20,"Wednesday"
"1295","81.07","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:26:09.000Z","Mesa 70","7.64",2016-01-20,"Wednesday"
"1296","74.02","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:29:41.000Z","Mesa 63","11.91",2016-01-20,"Wednesday"
"1297","22.19","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:29:48.000Z","Mesa 66","0.93",2016-01-20,"Wednesday"
"1298","41.48","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:29:56.000Z","Mesa 80","4.19",2016-01-20,"Wednesday"
"1299","36.01","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:31:01.000Z","Mesa 41","3.0",2016-01-20,"Wednesday"
"1300","35.71","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:32:35.000Z","Mesa 40","4.89",2016-01-20,"Wednesday"
"1301","41.16","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:32:43.000Z","Mesa 38","5.3",2016-01-20,"Wednesday"
"1302","27.16","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:32:56.000Z","Mesa 75","1.14",2016-01-20,"Wednesday"
"1303","39.7","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:33:34.000Z","Mesa 64","1.67",2016-01-20,"Wednesday"
"1304","20.71","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:33:50.000Z","Mesa 61","0.87",2016-01-20,"Wednesday"
"1305","44.66","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:33:58.000Z","Mesa 60","3.63",2016-01-20,"Wednesday"
"1306","35.17","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:34:05.000Z","Mesa 72","4.05",2016-01-20,"Wednesday"
"1307","73.78","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:37:10.000Z","Mesa 76","3.1",2016-01-20,"Wednesday"
"1308","33.82","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:38:25.000Z","Mesa 85","3.29",2016-01-20,"Wednesday"
"1309","24.01","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:38:37.000Z","Mesa 68","1.01",2016-01-20,"Wednesday"
"1310","38.6","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:38:44.000Z","Mesa 67","4.11",2016-01-20,"Wednesday"
"1311","34.49","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:39:33.000Z","Mesa 71","4.03",2016-01-20,"Wednesday"
"1312","50.06","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:40:01.000Z","Mesa 37","6.24",2016-01-20,"Wednesday"
"1313","42.04","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:40:47.000Z","Mesa 82","5.93",2016-01-20,"Wednesday"
"1314","79.82","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:44:58.000Z","Mesa 77","11.26",2016-01-20,"Wednesday"
"1315","44.11","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:46:21.000Z","Mesa 88","3.61",2016-01-20,"Wednesday"
"1316","45.73","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:46:30.000Z","Mesa 81","4.3",2016-01-20,"Wednesday"
"1317","26.61","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:46:38.000Z","Mesa 84","1.12",2016-01-20,"Wednesday"
"1318","71.71","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:46:50.000Z","Mesa 83","8.12",2016-01-20,"Wednesday"
"1319","45.53","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:46:58.000Z","Mesa 35","6.14",2016-01-20,"Wednesday"
"1320","29.89","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:47:06.000Z","Mesa 36","5.51",2016-01-20,"Wednesday"
"1321","13.72","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:52:59.000Z","Mesa 89","0.58",2016-01-20,"Wednesday"
"1322","125.36","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:54:02.000Z","Mesa 78","9.73",2016-01-20,"Wednesday"
"1323","97.12","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T13:59:54.000Z","Mesa 92","5.85",2016-01-20,"Wednesday"
"1324","36.95","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T14:00:38.000Z","Mesa 93","4.32",2016-01-20,"Wednesday"
"1325","68.44","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T14:01:41.000Z","Mesa 86","7.31",2016-01-20,"Wednesday"
"1326","37.25","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T14:01:54.000Z","Mesa 43","3.39",2016-01-20,"Wednesday"
"1327","34.37","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T14:02:02.000Z","Mesa 42","3.3",2016-01-20,"Wednesday"
"1328","84.55","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T14:02:33.000Z","Mesa 25","5.17",2016-01-20,"Wednesday"
"1329","95.38","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T14:05:57.000Z","Mesa 90","6.12",2016-01-20,"Wednesday"
"1330","100.99","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T15:05:08.000Z","Mesa 94","12.44",2016-01-20,"Wednesday"
"1331","115.63","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T19:37:13.000Z","Mesa 1","10.87",2016-01-20,"Wednesday"
"1332","86.16","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T19:56:25.000Z","Mesa 2","8.73",2016-01-20,"Wednesday"
"1333","30.45","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T19:58:56.000Z","Mesa 8","1.28",2016-01-20,"Wednesday"
"1334","68.18","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T20:01:56.000Z","Mesa 7","2.86",2016-01-20,"Wednesday"
"1335","69.75","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T20:09:47.000Z","Mesa 5","3.78",2016-01-20,"Wednesday"
"1336","57.69","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T20:12:20.000Z","Mesa 99","4.11",2016-01-20,"Wednesday"
"1337","39.17","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T20:12:41.000Z","Mesa 98","3.45",2016-01-20,"Wednesday"
"1338","77.92","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T20:14:56.000Z","Mesa 17","3.27",2016-01-20,"Wednesday"
"1339","112.69","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T20:17:57.000Z","Mesa 3","10.87",2016-01-20,"Wednesday"
"1340","72.35","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T20:19:15.000Z","Mesa 9","5.22",2016-01-20,"Wednesday"
"1341","92.44","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T20:20:23.000Z","Mesa 4","8.63",2016-01-20,"Wednesday"
"1342","53.7","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T20:23:25.000Z","Mesa 10","3.97",2016-01-20,"Wednesday"
"1343","34.98","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T20:30:15.000Z","Mesa 27","1.47",2016-01-20,"Wednesday"
"1344","34.78","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T20:32:38.000Z","Mesa 96","3.32",2016-01-20,"Wednesday"
"1345","41.29","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T20:33:20.000Z","Mesa 28","1.73",2016-01-20,"Wednesday"
"1346","201.54","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T20:41:05.000Z","Mesa 6","16.14",2016-01-20,"Wednesday"
"1347","81.86","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T20:48:18.000Z","Mesa 18","5.89",2016-01-20,"Wednesday"
"1348","122.55","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T20:55:07.000Z","Mesa 24","11.53",2016-01-20,"Wednesday"
"1349","89.82","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T20:59:35.000Z","Mesa 14","6.85",2016-01-20,"Wednesday"
"1350","157.18","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T20:59:49.000Z","Mesa 13","10.07",2016-01-20,"Wednesday"
"1351","41.02","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T21:01:01.000Z","Mesa 38","1.72",2016-01-20,"Wednesday"
"1352","99.59","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T21:05:42.000Z","Mesa 21","13.11",2016-01-20,"Wednesday"
"1353","53.55","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T21:08:56.000Z","Mesa 16","2.25",2016-01-20,"Wednesday"
"1354","82.96","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T21:09:03.000Z","Mesa 15","7.29",2016-01-20,"Wednesday"
"1355","95.45","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T21:17:21.000Z","Mesa 29","15.04",2016-01-20,"Wednesday"
"1356","17.97","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T21:17:31.000Z","Mesa 40","0.75",2016-01-20,"Wednesday"
"1357","79.29","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T21:18:19.000Z","Mesa 53","3.33",2016-01-20,"Wednesday"
"1358","50.4","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T21:18:26.000Z","Mesa 41","4.44",2016-01-20,"Wednesday"
"1359","124.86","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T21:23:56.000Z","Mesa 35","7.31",2016-01-20,"Wednesday"
"1360","64.16","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T21:26:33.000Z","Mesa 36","4.61",2016-01-20,"Wednesday"
"1361","43.31","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T21:36:08.000Z","Mesa 30","6.42",2016-01-20,"Wednesday"
"1362","60.29","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T21:37:22.000Z","Mesa 37","4.21",2016-01-20,"Wednesday"
"1363","74.42","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T21:38:24.000Z","Mesa 43","4.77",2016-01-20,"Wednesday"
"1364","91.95","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T21:39:22.000Z","Mesa 94","13.21",2016-01-20,"Wednesday"
"1365","140.68","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T21:40:38.000Z","Mesa 44","14.02",2016-01-20,"Wednesday"
"1366","129.32","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T21:43:04.000Z","Mesa 88","16.28",2016-01-20,"Wednesday"
"1367","89.09","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T21:43:56.000Z","Mesa 87","3.75",2016-01-20,"Wednesday"
"1368","76.09","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:05:14.000Z","Mesa 57","12.6",2016-01-20,"Wednesday"
"1369","36.94","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:07:37.000Z","Mesa 46","1.55",2016-01-20,"Wednesday"
"1370","43.58","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:11:11.000Z","Mesa 67","4.38",2016-01-20,"Wednesday"
"1371","117.47","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:11:26.000Z","Mesa 90","40.47",2016-01-20,"Wednesday"
"1372","220.97","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:11:57.000Z","Mesa 86","26.84",2016-01-20,"Wednesday"
"1373","83.7","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:12:32.000Z","Mesa 47","7.09",2016-01-20,"Wednesday"
"1374","62.76","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:13:02.000Z","Mesa 55","4.31",2016-01-20,"Wednesday"
"1375","66.0","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:14:28.000Z","Mesa 64","7.29",2016-01-20,"Wednesday"
"1376","205.52","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:15:37.000Z","Mesa 89","20.88",2016-01-20,"Wednesday"
"1377","50.54","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:17:07.000Z","Mesa 66","4.45",2016-01-20,"Wednesday"
"1378","115.89","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:17:25.000Z","Mesa 58","13.47",2016-01-20,"Wednesday"
"1379","74.33","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:22:41.000Z","Mesa 71","10.57",2016-01-20,"Wednesday"
"1380","76.74","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:23:59.000Z","Mesa 72","3.23",2016-01-20,"Wednesday"
"1381","32.23","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:26:51.000Z","Mesa 68","1.35",2016-01-20,"Wednesday"
"1382","46.42","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:27:05.000Z","Mesa 69","4.32",2016-01-20,"Wednesday"
"1383","106.53","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:27:31.000Z","Mesa 26","12.51",2016-01-20,"Wednesday"
"1384","31.46","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:28:35.000Z","Mesa 25","3.99",2016-01-20,"Wednesday"
"1385","52.1","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:29:11.000Z","Mesa 61","7.71",2016-01-20,"Wednesday"
"1386","128.85","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:30:57.000Z","Mesa 22","21.63",2016-01-20,"Wednesday"
"1387","76.93","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:36:16.000Z","Mesa 76","5.73",2016-01-20,"Wednesday"
"1388","67.55","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:47:11.000Z","Mesa 93","11.76",2016-01-20,"Wednesday"
"1389","58.85","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:48:43.000Z","Mesa 92","7.94",2016-01-20,"Wednesday"
"1390","111.93","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:51:25.000Z","Mesa 70","12.06",2016-01-20,"Wednesday"
"1391","104.82","01.234.567/0001-89","650 Castro St. unit 210","2016-01-20T22:56:48.000Z","Mesa 75","9.99",2016-01-20,"Wednesday"
"1392","22.02","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:00:42.000Z","Mesa 1","2.41",2016-01-21,"Thursday"
"1393","28.37","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:01:05.000Z","Mesa 3","1.19",2016-01-21,"Thursday"
"1394","30.04","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:14:22.000Z","Mesa 9","1.26",2016-01-21,"Thursday"
"1395","47.19","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:15:12.000Z","Mesa 2","1.98",2016-01-21,"Thursday"
"1396","45.92","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:19:35.000Z","Mesa 6","3.84",2016-01-21,"Thursday"
"1397","68.93","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:20:33.000Z","Mesa 5","4.38",2016-01-21,"Thursday"
"1398","29.08","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:30:10.000Z","Mesa 26","1.22",2016-01-21,"Thursday"
"1399","38.66","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:32:49.000Z","Mesa 4","3.53",2016-01-21,"Thursday"
"1400","24.39","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:38:54.000Z","Mesa 28","2.94",2016-01-21,"Thursday"
"1401","63.48","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:41:01.000Z","Mesa 10","4.58",2016-01-21,"Thursday"
"1402","37.15","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:46:23.000Z","Mesa 24","3.47",2016-01-21,"Thursday"
"1403","31.28","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:48:53.000Z","Mesa 8","1.31",2016-01-21,"Thursday"
"1404","46.47","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:49:31.000Z","Mesa 7","3.86",2016-01-21,"Thursday"
"1405","55.66","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:51:42.000Z","Mesa 37","4.25",2016-01-21,"Thursday"
"1406","26.47","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:53:39.000Z","Mesa 38","1.11",2016-01-21,"Thursday"
"1407","21.54","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:54:14.000Z","Mesa 36","0.9",2016-01-21,"Thursday"
"1408","22.91","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:55:07.000Z","Mesa 29","0.96",2016-01-21,"Thursday"
"1409","54.47","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:55:44.000Z","Mesa 27","5.26",2016-01-21,"Thursday"
"1410","39.89","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:56:45.000Z","Mesa 35","3.59",2016-01-21,"Thursday"
"1411","105.15","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:57:34.000Z","Mesa 23","8.24",2016-01-21,"Thursday"
"1412","29.08","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T12:59:32.000Z","Mesa 21","1.22",2016-01-21,"Thursday"
"1413","86.92","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T13:01:20.000Z","Mesa 19","8.08",2016-01-21,"Thursday"
"1414","92.4","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T13:02:13.000Z","Mesa 18","12.81",2016-01-21,"Thursday"
"1415","65.37","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T13:03:01.000Z","Mesa 33","6.57",2016-01-21,"Thursday"
"1416","67.29","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T13:04:04.000Z","Mesa 42","4.31",2016-01-21,"Thursday"
"1417","63.21","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T13:04:16.000Z","Mesa 22","4.57",2016-01-21,"Thursday"
"1418","33.3","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T13:05:11.000Z","Mesa 41","3.48",2016-01-21,"Thursday"
"1419","33.95","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T13:09:11.000Z","Mesa 16","2.91",2016-01-21,"Thursday"
"1420","74.22","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T13:09:19.000Z","Mesa 15","6.08",2016-01-21,"Thursday"
"1421","31.52","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T13:10:35.000Z","Mesa 43","3.24",2016-01-21,"Thursday"
"1422","23.94","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T13:13:47.000Z","Mesa 40","2.49",2016-01-21,"Thursday"
"1423","35.09","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T13:15:28.000Z","Mesa 47","3.39",2016-01-21,"Thursday"
"1424","53.47","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T13:16:48.000Z","Mesa 13","2.25",2016-01-21,"Thursday"
"1425","26.86","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T13:17:49.000Z","Mesa 14","1.13",2016-01-21,"Thursday"
"1426","41.96","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T13:17:56.000Z","Mesa 11","1.77",2016-01-21,"Thursday"
"1427","70.46","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T13:20:43.000Z","Mesa 46","6.78",2016-01-21,"Thursday"
"1428","35.23","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T13:23:29.000Z","Mesa 51","3.39",2016-01-21,"Thursday"
"1429","32.9","01.234.567/0001-89","650 Castro St. unit 210","2016-01-21T13:23:42.000Z","Mesa 55","3.29",2016-01-21,"Thursday"
